"age","workclass","fnlwgt","went.to.college","education.years","is.married","occupation","relationship","race","is.male","capital.gain","capital.loss","hours.per.week","native.country","income.over.50k"
52,"Private",177995,0,2,1,"Farming-fishing","Husband","White",1,0,0,56,"Mexico",">50K"
24,"Private",283613,0,13,0,"Prof-specialty","Not-in-family","White",1,0,0,43,"United-States","<=50K"
56,"Self-emp-inc",184598,0,5,1,"Transport-moving","Husband","White",1,0,0,99,"United-States","<=50K"
27,"Private",185647,0,9,1,"Machine-op-inspct","Husband","White",1,0,0,50,"United-States",">50K"
47,"Self-emp-inc",192894,0,13,1,"Exec-managerial","Husband","White",1,0,1902,45,"United-States",">50K"
40,"Self-emp-not-inc",284706,0,15,1,"Prof-specialty","Husband","Amer-Indian-Eskimo",1,0,1977,60,"United-States",">50K"
38,"Private",179579,0,9,0,"Prof-specialty","Not-in-family","White",1,0,0,40,"United-States","<=50K"
27,"Private",131679,0,11,0,"Sales","Not-in-family","White",0,0,0,40,"United-States","<=50K"
52,"Private",132973,0,9,0,"Adm-clerical","Unmarried","White",0,0,0,38,"United-States","<=50K"
22,"Private",154713,0,9,0,"Sales","Own-child","White",1,0,0,40,"United-States","<=50K"
41,"Private",121718,1,10,1,"Craft-repair","Husband","White",1,0,0,40,"Italy","<=50K"
30,"Private",255279,0,9,0,"Adm-clerical","Unmarried","White",0,0,0,20,"United-States","<=50K"
55,"Private",202559,0,13,1,"Other-service","Other-relative","Asian-Pac-Islander",1,0,0,35,"Philippines","<=50K"
25,"Private",123095,1,10,0,"Adm-clerical","Own-child","White",1,0,1590,40,"United-States","<=50K"
32,"Private",153326,0,13,1,"Prof-specialty","Other-relative","White",1,0,0,40,"United-States","<=50K"
28,"Private",75695,1,10,0,"Other-service","Not-in-family","White",0,0,0,60,"United-States","<=50K"
33,"Self-emp-inc",206609,0,9,1,"Exec-managerial","Husband","White",1,0,0,50,"United-States","<=50K"
17,"Private",234780,0,9,0,"Farming-fishing","Own-child","Black",1,0,0,40,"United-States","<=50K"
27,"Private",178778,0,9,1,"Transport-moving","Husband","White",1,0,0,40,"United-States","<=50K"
55,"Private",171355,0,11,1,"Machine-op-inspct","Husband","White",1,0,0,20,"United-States","<=50K"
63,"Federal-gov",95680,1,10,1,"Tech-support","Husband","White",1,0,0,18,"United-States",">50K"
39,"Private",196673,0,9,1,"Other-service","Wife","White",0,5013,0,40,"United-States","<=50K"
51,"Federal-gov",73670,1,16,1,"Prof-specialty","Husband","White",1,4386,0,52,"United-States",">50K"
67,"Self-emp-not-inc",139960,0,4,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
41,"Self-emp-inc",397280,0,13,1,"Exec-managerial","Husband","White",1,0,0,72,"","<=50K"
27,"Private",60374,0,9,0,"Craft-repair","Unmarried","White",0,0,1594,26,"United-States","<=50K"
54,"Private",421561,1,14,1,"Exec-managerial","Husband","White",1,0,0,45,"United-States",">50K"
59,"Private",245196,0,6,1,"Transport-moving","Husband","Black",1,0,0,40,"United-States",">50K"
18,"Private",27620,0,9,0,"Adm-clerical","Not-in-family","White",0,0,0,25,"United-States","<=50K"
19,"Private",187570,0,9,0,"Craft-repair","Own-child","White",1,0,0,20,"United-States","<=50K"
31,"Private",102884,0,9,1,"Machine-op-inspct","Husband","White",1,0,0,50,"United-States","<=50K"
17,"Private",228399,0,7,0,"Other-service","Own-child","White",0,0,0,7,"United-States","<=50K"
42,"Private",340234,0,9,1,"Tech-support","Husband","Asian-Pac-Islander",1,15024,0,40,"United-States",">50K"
37,"Private",176293,1,10,0,"Prof-specialty","Not-in-family","White",0,0,0,30,"United-States","<=50K"
51,"Local-gov",108435,0,9,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
48,"Private",161187,0,9,0,"Adm-clerical","Not-in-family","White",0,2463,0,40,"United-States","<=50K"
23,"Private",278391,0,9,0,"Transport-moving","Own-child","White",1,0,0,40,"United-States","<=50K"
27,"Private",157941,0,11,1,"Sales","Husband","White",1,0,0,45,"United-States","<=50K"
25,"Private",182866,0,9,0,"Handlers-cleaners","Own-child","White",1,0,0,40,"United-States","<=50K"
69,"Private",370888,0,12,0,"Adm-clerical","Not-in-family","White",0,2964,0,6,"Germany","<=50K"
30,"Private",206512,0,13,0,"Exec-managerial","Not-in-family","White",1,0,0,44,"United-States","<=50K"
33,"Private",357954,0,9,1,"Handlers-cleaners","Husband","White",1,0,0,35,"India","<=50K"
28,"Private",189346,0,9,0,"Handlers-cleaners","Own-child","White",1,0,0,48,"United-States","<=50K"
45,"Private",234652,0,3,1,"Machine-op-inspct","Husband","White",1,0,0,40,"Mexico","<=50K"
25,"Private",113436,1,10,0,"Adm-clerical","Own-child","White",1,0,0,15,"United-States","<=50K"
37,"Private",204145,0,11,1,"Craft-repair","Husband","White",1,0,0,45,"United-States",">50K"
59,"Private",157305,0,1,0,"Machine-op-inspct","Not-in-family","White",1,0,0,40,"Dominican-Republic","<=50K"
26,"Private",104045,0,9,0,"Other-service","Own-child","White",0,0,0,30,"United-States","<=50K"
48,"Private",280422,1,10,0,"Other-service","Not-in-family","White",0,0,0,25,"Peru","<=50K"
64,"Federal-gov",173754,0,9,1,"Adm-clerical","Husband","White",1,0,0,40,"United-States","<=50K"
39,"Private",211154,0,13,1,"Tech-support","Husband","White",1,0,0,50,"United-States","<=50K"
24,"Private",321435,0,13,0,"Adm-clerical","Not-in-family","White",1,0,0,40,"United-States","<=50K"
40,"State-gov",177083,1,14,0,"Exec-managerial","Not-in-family","White",0,0,0,35,"United-States","<=50K"
46,"Private",178829,1,14,0,"Exec-managerial","Not-in-family","White",1,0,0,70,"United-States",">50K"
35,"Federal-gov",287658,1,10,1,"Protective-serv","Husband","Black",1,0,0,40,"United-States",">50K"
43,"Private",209894,0,9,1,"Adm-clerical","Wife","White",0,0,0,40,"United-States",">50K"
31,"Private",334744,0,9,0,"Transport-moving","Not-in-family","White",1,0,0,40,"United-States","<=50K"
22,"Private",306967,1,10,0,"Adm-clerical","Not-in-family","White",0,0,0,25,"United-States","<=50K"
35,"Private",52187,1,10,0,"Other-service","Not-in-family","White",1,0,0,30,"United-States","<=50K"
35,"Private",101978,0,9,0,"Transport-moving","Not-in-family","White",1,0,0,50,"United-States","<=50K"
35,"State-gov",483530,1,10,0,"Tech-support","Unmarried","White",0,0,0,40,"United-States","<=50K"
40,"Private",77357,0,15,1,"Prof-specialty","Husband","White",1,0,0,40,"United-States",">50K"
50,"Private",149770,1,14,0,"Prof-specialty","Unmarried","White",0,0,0,40,"United-States","<=50K"
48,"Self-emp-not-inc",328606,0,15,0,"Prof-specialty","Unmarried","White",1,14084,0,63,"United-States",">50K"
70,"",172652,1,14,1,"","Husband","White",1,0,0,8,"United-States","<=50K"
46,"Private",188293,0,9,0,"Adm-clerical","Not-in-family","White",0,0,0,40,"United-States","<=50K"
36,"Private",116608,0,9,0,"Machine-op-inspct","Unmarried","White",0,0,0,38,"United-States","<=50K"
37,"State-gov",348960,0,13,1,"Prof-specialty","Husband","White",1,0,0,36,"United-States",">50K"
24,"Private",329530,0,5,1,"Sales","Husband","White",1,0,0,45,"Mexico","<=50K"
47,"Local-gov",93476,0,13,0,"Prof-specialty","Not-in-family","White",0,0,0,70,"United-States","<=50K"
35,"Self-emp-not-inc",195744,0,9,0,"Craft-repair","Not-in-family","White",1,0,0,50,"United-States","<=50K"
43,"Private",125833,0,13,1,"Adm-clerical","Husband","Asian-Pac-Islander",1,0,0,40,"Vietnam","<=50K"
18,"State-gov",191117,0,7,0,"Other-service","Own-child","White",1,0,0,20,"United-States","<=50K"
54,"Private",311020,0,9,1,"Other-service","Husband","White",1,0,0,50,"United-States","<=50K"
62,"Private",210464,0,9,0,"Other-service","Other-relative","Black",0,0,0,38,"United-States","<=50K"
36,"Private",135289,0,13,1,"Craft-repair","Husband","White",1,0,0,48,"United-States",">50K"
27,"Private",156266,0,5,1,"Farming-fishing","Husband","Amer-Indian-Eskimo",1,0,0,40,"United-States","<=50K"
23,"Private",154210,1,10,0,"Adm-clerical","Other-relative","Asian-Pac-Islander",1,0,0,14,"Puerto-Rico","<=50K"
61,"",160625,0,13,1,"","Husband","White",1,4386,0,15,"United-States",">50K"
39,"Self-emp-not-inc",331481,0,13,0,"Craft-repair","Not-in-family","Black",1,0,1669,60,"","<=50K"
33,"Self-emp-not-inc",249249,0,3,1,"Craft-repair","Husband","White",1,0,0,50,"United-States",">50K"
28,"Private",261725,0,2,0,"Machine-op-inspct","Not-in-family","White",0,0,0,40,"Mexico","<=50K"
22,"Private",239612,0,9,0,"Adm-clerical","Own-child","White",1,0,0,20,"United-States","<=50K"
31,"Self-emp-not-inc",226696,0,11,1,"Farming-fishing","Husband","White",1,0,0,60,"United-States",">50K"
26,"Private",190330,0,13,0,"Other-service","Not-in-family","White",1,0,0,30,"United-States","<=50K"
44,"Private",193755,0,13,0,"Exec-managerial","Not-in-family","White",1,0,0,50,"United-States",">50K"
73,"Private",192740,0,13,1,"Prof-specialty","Husband","White",1,0,0,30,"United-States","<=50K"
44,"Private",201924,0,13,0,"Sales","Unmarried","White",0,0,0,35,"United-States","<=50K"
35,"Private",77146,0,11,0,"Exec-managerial","Not-in-family","White",1,0,0,45,"United-States","<=50K"
33,"Private",126414,0,13,1,"Other-service","Wife","White",0,0,0,40,"","<=50K"
27,"Private",43652,0,13,0,"Adm-clerical","Not-in-family","White",0,0,0,40,"United-States","<=50K"
47,"Federal-gov",227244,0,13,1,"Protective-serv","Husband","Black",1,0,0,50,"United-States",">50K"
29,"Private",160731,0,9,1,"Craft-repair","Husband","White",1,0,0,45,"United-States",">50K"
33,"Private",287878,1,10,1,"Other-service","Wife","White",0,0,0,26,"United-States","<=50K"
50,"Private",166758,1,10,0,"Other-service","Not-in-family","White",0,0,0,15,"United-States","<=50K"
32,"Private",183811,0,9,1,"Handlers-cleaners","Husband","White",1,2829,0,40,"United-States","<=50K"
41,"Self-emp-not-inc",254818,1,14,0,"Handlers-cleaners","Unmarried","White",1,0,0,40,"Peru","<=50K"
19,"",220517,1,10,0,"","Own-child","White",0,0,0,35,"United-States","<=50K"
45,"Private",295046,0,9,1,"Sales","Husband","White",1,0,0,60,"United-States",">50K"
65,"Private",190568,0,9,0,"Adm-clerical","Not-in-family","White",0,0,810,36,"United-States","<=50K"
42,"State-gov",211915,1,10,0,"Tech-support","Unmarried","White",0,0,0,40,"United-States","<=50K"
33,"Self-emp-not-inc",295621,0,13,1,"Prof-specialty","Husband","Black",1,0,0,25,"United-States",">50K"
32,"Private",204567,0,13,1,"Sales","Husband","White",1,99999,0,60,"United-States",">50K"
42,"Private",204235,1,10,1,"Prof-specialty","Husband","White",1,0,0,40,"United-States",">50K"
49,"Private",186982,1,10,0,"Exec-managerial","Not-in-family","White",0,0,0,45,"United-States",">50K"
38,"Private",133586,0,9,1,"Protective-serv","Own-child","White",1,0,0,45,"United-States","<=50K"
38,"Private",165930,1,10,1,"Exec-managerial","Husband","White",1,0,0,50,"United-States","<=50K"
37,"Private",164898,1,10,1,"Craft-repair","Husband","White",1,0,0,52,"United-States","<=50K"
24,"Private",278155,1,10,0,"Machine-op-inspct","Not-in-family","White",1,0,0,30,"United-States","<=50K"
27,"Self-emp-not-inc",115705,1,10,0,"Sales","Not-in-family","White",1,0,0,50,"United-States","<=50K"
25,"Private",150553,0,5,0,"Adm-clerical","Unmarried","Asian-Pac-Islander",0,0,0,40,"Vietnam","<=50K"
29,"Private",185127,0,9,1,"Sales","Husband","White",1,0,0,50,"United-States","<=50K"
46,"Private",201595,0,9,1,"Transport-moving","Husband","White",1,0,0,70,"United-States","<=50K"
44,"Self-emp-inc",165815,0,9,1,"Transport-moving","Husband","White",1,0,0,96,"United-States","<=50K"
26,"Private",102420,0,13,0,"Sales","Not-in-family","Asian-Pac-Islander",0,0,0,40,"South","<=50K"
46,"Local-gov",344172,0,12,1,"Protective-serv","Husband","White",1,0,0,49,"United-States",">50K"
38,"Private",222450,1,10,0,"Exec-managerial","Unmarried","White",1,0,0,40,"United-States","<=50K"
38,"Private",212245,1,10,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
22,"State-gov",190625,0,13,1,"Exec-managerial","Husband","White",1,0,0,20,"United-States","<=50K"
33,"Private",203488,1,10,0,"Sales","Not-in-family","White",1,0,0,40,"United-States","<=50K"
50,"Private",304260,0,12,0,"Adm-clerical","Not-in-family","Asian-Pac-Islander",1,0,0,40,"United-States","<=50K"
31,"Local-gov",243665,0,9,1,"Protective-serv","Husband","White",1,0,0,41,"United-States",">50K"
26,"Self-emp-not-inc",189238,1,10,0,"Prof-specialty","Not-in-family","White",0,0,0,4,"Mexico","<=50K"
42,"Private",77373,1,10,1,"Handlers-cleaners","Husband","White",1,0,0,38,"United-States","<=50K"
27,"Private",410351,0,9,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
34,"Private",36385,1,14,1,"Prof-specialty","Husband","White",1,0,0,45,"United-States",">50K"
64,"Private",110150,0,9,1,"Protective-serv","Husband","White",1,0,0,40,"United-States","<=50K"
43,"Private",198316,1,10,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
39,"Private",127772,0,9,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
47,"Self-emp-not-inc",199058,0,15,0,"Prof-specialty","Not-in-family","White",1,0,0,40,"United-States",">50K"
56,"Private",285730,1,14,0,"Prof-specialty","Not-in-family","White",1,0,0,66,"United-States","<=50K"
25,"Local-gov",334133,1,14,0,"Prof-specialty","Own-child","White",1,0,0,20,"United-States","<=50K"
60,"State-gov",97030,0,13,0,"Exec-managerial","Not-in-family","White",0,0,0,35,"United-States","<=50K"
52,"Private",67090,0,9,1,"Sales","Husband","White",1,0,0,44,"United-States","<=50K"
43,"Private",397963,0,9,0,"Handlers-cleaners","Not-in-family","White",1,594,0,16,"United-States","<=50K"
46,"Private",182533,0,13,0,"Adm-clerical","Unmarried","Asian-Pac-Islander",0,0,0,40,"Philippines","<=50K"
19,"Private",560804,1,10,0,"Adm-clerical","Own-child","White",0,0,0,30,"United-States","<=50K"
56,"Private",365050,0,4,0,"Farming-fishing","Unmarried","Black",0,0,0,20,"United-States","<=50K"
22,"Private",110200,0,13,0,"Prof-specialty","Not-in-family","White",1,0,0,40,"United-States","<=50K"
28,"Private",150025,0,7,0,"Craft-repair","Not-in-family","White",1,0,0,40,"","<=50K"
39,"Private",299828,0,3,0,"Sales","Unmarried","Black",0,0,0,30,"Puerto-Rico","<=50K"
28,"Private",109282,1,10,0,"Prof-specialty","Not-in-family","White",1,0,0,40,"United-States","<=50K"
31,"Private",103435,0,13,1,"Sales","Husband","White",1,0,0,50,"United-States",">50K"
22,"Private",34747,0,9,0,"Other-service","Own-child","White",0,0,0,35,"United-States","<=50K"
39,"Private",137522,0,9,1,"Machine-op-inspct","Husband","Asian-Pac-Islander",1,0,0,40,"",">50K"
39,"Private",286789,0,13,1,"Exec-managerial","Husband","White",1,0,0,40,"United-States",">50K"
28,"Self-emp-not-inc",211032,0,7,0,"Craft-repair","Not-in-family","White",1,0,0,40,"Mexico","<=50K"
67,"",192916,0,9,1,"","Husband","White",1,3818,0,11,"United-States","<=50K"
31,"Private",219318,0,9,0,"Adm-clerical","Unmarried","White",0,0,0,35,"Puerto-Rico","<=50K"
50,"Private",112873,0,13,1,"Sales","Husband","White",1,0,0,40,"United-States","<=50K"
34,"Private",36069,0,9,1,"Craft-repair","Husband","White",1,3908,0,46,"United-States","<=50K"
48,"Private",73434,0,9,1,"Adm-clerical","Wife","White",0,0,0,40,"Germany",">50K"
51,"Private",200576,0,13,0,"Adm-clerical","Not-in-family","White",0,0,0,40,"United-States","<=50K"
54,"Private",172962,0,9,1,"Sales","Husband","White",1,0,0,40,"United-States","<=50K"
44,"Private",44006,0,11,0,"Transport-moving","Not-in-family","White",1,0,0,40,"United-States","<=50K"
20,"Private",234474,1,10,0,"Sales","Own-child","Black",0,0,0,20,"United-States","<=50K"
37,"Private",212826,0,9,1,"Other-service","Husband","Black",1,0,0,40,"United-States","<=50K"
38,"Private",234901,1,10,1,"Prof-specialty","Husband","White",1,0,0,40,"United-States","<=50K"
59,"Federal-gov",200700,0,12,1,"Farming-fishing","Husband","Black",1,0,0,40,"United-States","<=50K"
59,"Self-emp-not-inc",41258,0,13,1,"Prof-specialty","Husband","White",1,0,0,50,"United-States","<=50K"
51,"Private",249644,1,10,0,"Craft-repair","Not-in-family","White",1,0,0,48,"United-States",">50K"
60,"",230165,0,13,1,"","Husband","Black",1,0,0,40,"United-States","<=50K"
29,"Private",351731,1,10,1,"Prof-specialty","Husband","White",1,0,0,40,"United-States","<=50K"
37,"Private",114765,1,10,0,"Machine-op-inspct","Not-in-family","White",0,0,0,40,"United-States","<=50K"
42,"Private",349884,0,6,1,"Craft-repair","Husband","White",1,0,0,35,"United-States","<=50K"
28,"Self-emp-inc",204247,0,13,1,"Prof-specialty","Husband","White",1,0,0,50,"United-States",">50K"
34,"Private",143392,0,9,0,"Sales","Own-child","White",0,0,0,40,"United-States","<=50K"
50,"Self-emp-not-inc",37913,0,13,1,"Exec-managerial","Husband","White",1,0,0,40,"Italy",">50K"
22,"Self-emp-inc",150683,0,9,0,"Machine-op-inspct","Own-child","White",1,0,0,24,"United-States","<=50K"
27,"Private",207611,0,9,0,"Other-service","Not-in-family","White",0,0,0,52,"United-States","<=50K"
45,"State-gov",319666,0,15,0,"Prof-specialty","Unmarried","White",0,0,0,43,"United-States","<=50K"
39,"Private",155961,0,9,0,"Adm-clerical","Unmarried","Black",0,0,0,38,"United-States","<=50K"
25,"Local-gov",117833,0,13,0,"Prof-specialty","Not-in-family","White",0,0,0,35,"United-States","<=50K"
63,"",447079,0,9,0,"","Not-in-family","White",1,0,0,15,"United-States","<=50K"
24,"Self-emp-inc",142404,0,13,1,"Exec-managerial","Husband","White",1,0,0,40,"United-States",">50K"
18,"Private",155752,0,9,0,"Machine-op-inspct","Not-in-family","White",0,0,0,30,"United-States","<=50K"
19,"",252292,0,9,0,"","Own-child","White",1,0,0,40,"United-States","<=50K"
23,"Private",111450,0,8,0,"Other-service","Unmarried","Black",1,0,0,38,"United-States","<=50K"
20,"Private",528616,0,3,0,"Other-service","Other-relative","White",1,0,0,40,"Mexico","<=50K"
17,"Self-emp-not-inc",228786,0,6,0,"Other-service","Own-child","White",0,0,0,24,"United-States","<=50K"
63,"Self-emp-inc",80572,0,13,1,"Farming-fishing","Husband","White",1,0,0,40,"United-States",">50K"
28,"Local-gov",180271,0,13,1,"Handlers-cleaners","Husband","White",1,0,0,65,"United-States",">50K"
51,"Federal-gov",237819,0,13,1,"Prof-specialty","Husband","White",1,0,0,50,"United-States",">50K"
29,"Private",157612,0,13,0,"Sales","Not-in-family","White",0,3325,0,45,"United-States","<=50K"
64,"Private",379062,1,10,0,"Adm-clerical","Unmarried","White",0,0,0,12,"United-States","<=50K"
17,"Private",191910,0,6,0,"Other-service","Own-child","White",1,0,0,25,"United-States","<=50K"
45,"Local-gov",326064,1,10,0,"Adm-clerical","Unmarried","Black",0,6497,0,35,"United-States","<=50K"
18,"Private",312353,0,8,0,"Other-service","Own-child","Black",1,0,0,20,"United-States","<=50K"
31,"Local-gov",213307,0,9,0,"Adm-clerical","Own-child","White",0,0,0,40,"United-States","<=50K"
48,"Self-emp-not-inc",209057,0,13,0,"Sales","Own-child","White",1,0,0,50,"United-States",">50K"
41,"Private",340148,1,10,0,"Prof-specialty","Not-in-family","White",0,0,0,45,"United-States","<=50K"
65,"Private",154171,0,15,1,"Prof-specialty","Husband","White",1,20051,0,60,"United-States",">50K"
27,"Private",94064,0,11,0,"Machine-op-inspct","Not-in-family","White",1,0,0,40,"United-States","<=50K"
39,"Private",119098,0,11,1,"Exec-managerial","Husband","White",1,0,0,40,"United-States","<=50K"
51,"Self-emp-not-inc",388496,1,10,0,"Craft-repair","Not-in-family","White",1,0,0,8,"Puerto-Rico",">50K"
49,"Private",181363,1,14,1,"Exec-managerial","Husband","White",1,0,0,45,"United-States",">50K"
58,"",210031,0,9,0,"","Unmarried","White",1,0,0,40,"United-States","<=50K"
36,"Private",206951,0,13,1,"Sales","Husband","White",1,0,1902,45,"United-States",">50K"
25,"Private",485496,0,9,0,"Machine-op-inspct","Not-in-family","Black",0,0,0,40,"United-States","<=50K"
41,"Private",210259,1,10,0,"Adm-clerical","Unmarried","Black",0,0,0,37,"United-States","<=50K"
31,"Private",118551,0,5,0,"Adm-clerical","Not-in-family","White",0,0,0,40,"United-States","<=50K"
63,"Private",180911,0,7,1,"Protective-serv","Husband","White",1,4386,0,37,"United-States",">50K"
50,"State-gov",242517,0,13,0,"Exec-managerial","Not-in-family","White",0,0,0,40,"United-States","<=50K"
63,"Private",298113,1,10,0,"Other-service","Not-in-family","White",1,0,0,40,"United-States","<=50K"
44,"Self-emp-not-inc",277783,1,14,0,"Farming-fishing","Own-child","White",1,0,0,99,"United-States","<=50K"
48,"Private",155862,0,9,0,"Transport-moving","Not-in-family","White",1,0,0,65,"United-States","<=50K"
51,"Self-emp-not-inc",171924,1,10,1,"Sales","Husband","White",1,0,0,50,"United-States","<=50K"
18,"Private",243900,0,9,0,"Adm-clerical","Own-child","White",0,0,0,15,"United-States","<=50K"
23,"Private",231160,1,10,0,"Other-service","Own-child","White",1,0,0,25,"United-States","<=50K"
31,"Private",356882,0,9,1,"Machine-op-inspct","Husband","White",1,5013,0,40,"United-States","<=50K"
38,"Private",49020,0,9,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
19,"",105460,1,10,0,"","Own-child","White",1,0,0,20,"England","<=50K"
56,"Private",157749,1,10,1,"Farming-fishing","Husband","White",1,0,0,60,"United-States",">50K"
31,"Private",131568,0,4,0,"Transport-moving","Unmarried","White",1,0,0,20,"United-States","<=50K"
46,"Private",332355,1,10,1,"Adm-clerical","Husband","White",1,0,0,40,"United-States","<=50K"
39,"Private",204501,1,14,1,"Exec-managerial","Husband","White",1,0,0,50,"United-States",">50K"
56,"Local-gov",305767,0,9,1,"Other-service","Husband","Asian-Pac-Islander",1,0,0,40,"China","<=50K"
31,"Private",129761,0,9,0,"Exec-managerial","Unmarried","White",0,0,0,40,"United-States","<=50K"
42,"Self-emp-inc",130126,0,13,1,"Prof-specialty","Husband","White",1,0,1977,40,"United-States",">50K"
53,"Private",102828,0,9,1,"Exec-managerial","Husband","White",1,0,0,35,"United-States",">50K"
18,"Private",160984,0,7,0,"Other-service","Own-child","White",0,0,0,15,"United-States","<=50K"
18,"",255282,0,7,0,"","Own-child","Black",1,0,1602,48,"United-States","<=50K"
20,"",346341,1,10,0,"","Not-in-family","White",0,0,0,35,"United-States","<=50K"
27,"Private",285897,0,9,1,"Prof-specialty","Husband","White",1,0,1848,45,"United-States",">50K"
31,"Private",356689,0,13,0,"Farming-fishing","Not-in-family","White",1,0,0,40,"United-States","<=50K"
52,"Federal-gov",192386,1,14,1,"Exec-managerial","Husband","White",1,5013,0,40,"United-States","<=50K"
46,"Private",394860,0,9,1,"Other-service","Husband","White",1,0,0,40,"United-States","<=50K"
30,"Private",113129,1,10,0,"Other-service","Not-in-family","White",1,0,0,24,"United-States","<=50K"
26,"Private",55929,0,13,0,"Other-service","Not-in-family","White",0,0,0,40,"United-States","<=50K"
48,"Local-gov",177018,1,14,1,"Prof-specialty","Husband","White",1,0,0,50,"United-States",">50K"
37,"Private",161141,1,10,1,"Craft-repair","Husband","White",1,0,0,40,"United-States",">50K"
29,"Private",309463,0,5,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
49,"Private",165468,0,9,1,"Exec-managerial","Husband","White",1,7688,0,55,"United-States",">50K"
24,"Private",49218,0,9,0,"Machine-op-inspct","Not-in-family","White",1,0,0,40,"United-States","<=50K"
74,"Self-emp-not-inc",119129,0,9,1,"Sales","Husband","White",1,0,2149,20,"United-States","<=50K"
56,"Self-emp-not-inc",162130,0,3,1,"Exec-managerial","Husband","White",1,0,1887,67,"United-States",">50K"
39,"Federal-gov",129573,0,13,0,"Adm-clerical","Not-in-family","White",1,0,1741,40,"United-States","<=50K"
21,"Private",306850,0,9,0,"Transport-moving","Own-child","White",1,0,0,40,"United-States","<=50K"
29,"Private",135296,0,13,0,"Exec-managerial","Not-in-family","White",0,0,2258,45,"United-States",">50K"
43,"Self-emp-not-inc",187322,0,9,0,"Other-service","Unmarried","White",1,0,0,45,"United-States","<=50K"
23,"Private",55674,0,13,0,"Protective-serv","Not-in-family","White",0,2907,0,40,"United-States","<=50K"
26,"Private",148298,0,9,0,"Exec-managerial","Not-in-family","White",0,0,0,50,"United-States","<=50K"
47,"Private",34845,0,9,1,"Transport-moving","Husband","White",1,0,0,60,"United-States","<=50K"
27,"Private",200733,0,9,1,"Machine-op-inspct","Husband","White",1,0,0,55,"United-States","<=50K"
45,"Private",191858,0,9,1,"Machine-op-inspct","Husband","White",1,0,0,45,"United-States",">50K"
30,"Private",425528,0,9,0,"Protective-serv","Own-child","White",1,0,0,70,"United-States","<=50K"
35,"Private",44780,1,10,1,"Adm-clerical","Wife","White",0,7688,0,20,"United-States",">50K"
33,"Private",125856,0,9,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
37,"Private",100508,0,9,1,"Craft-repair","Husband","White",1,0,0,40,"United-States",">50K"
21,"Private",148294,0,9,0,"Farming-fishing","Own-child","White",1,0,0,20,"United-States","<=50K"
42,"Private",39324,0,9,1,"Sales","Husband","White",1,0,0,40,"United-States","<=50K"
48,"Federal-gov",147397,0,9,1,"Adm-clerical","Husband","White",1,0,0,36,"United-States","<=50K"
46,"Private",24728,0,9,0,"Craft-repair","Not-in-family","White",0,0,0,48,"United-States","<=50K"
36,"Private",177616,0,3,0,"Machine-op-inspct","Not-in-family","White",0,0,0,40,"United-States","<=50K"
54,"Private",163826,0,9,0,"Prof-specialty","Not-in-family","White",1,0,0,40,"United-States","<=50K"
25,"Private",199947,0,9,1,"Adm-clerical","Wife","White",0,0,0,40,"United-States","<=50K"
26,"Local-gov",386949,0,9,0,"Adm-clerical","Unmarried","White",0,0,0,25,"United-States","<=50K"
36,"Self-emp-inc",116133,0,9,1,"Transport-moving","Husband","White",1,0,0,57,"United-States","<=50K"
56,"Self-emp-not-inc",196307,0,13,0,"Prof-specialty","Not-in-family","White",1,0,0,20,"United-States","<=50K"
37,"Private",177181,0,9,1,"Craft-repair","Husband","White",1,0,0,40,"United-States","<=50K"
26,"Private",324854,0,13,0,"Prof-specialty","Not-in-family","White",0,0,0,40,"United-States",">50K"
23,"Private",188505,0,13,0,"Other-service","Own-child","White",0,0,0,25,"United-States","<=50K"
23,"State-gov",502316,0,13,0,"Prof-specialty","Not-in-family","White",0,0,0,40,"United-States","<=50K"
41,"State-gov",26892,0,13,0,"Adm-clerical","Not-in-family","White",1,0,0,40,"United-States","<=50K"
55,"Private",102058,0,13,1,"Exec-managerial","Husband","White",1,0,0,50,"United-States",">50K"
39,"Private",167728,0,13,1,"Exec-managerial","Husband","White",1,0,0,40,"United-States",">50K"
67,"Local-gov",233681,0,12,1,"Exec-managerial","Husband","White",1,0,0,35,"United-States","<=50K"
60,"Private",26756,0,9,0,"Sales","Not-in-family","White",0,0,0,50,"United-States","<=50K"
54,"Private",101890,0,9,0,"Sales","Unmarried","White",0,0,0,40,"United-States","<=50K"
38,"Private",192337,1,14,1,"Prof-specialty","Husband","White",1,0,0,40,"England",">50K"
47,"Private",340982,1,10,1,"Machine-op-inspct","Husband","Asian-Pac-Islander",1,3103,0,40,"Philippines",">50K"
49,"State-gov",102308,0,13,1,"Prof-specialty","Husband","White",1,0,0,42,"United-States",">50K"
19,"Private",84747,0,9,0,"Sales","Own-child","White",0,0,0,24,"United-States","<=50K"
