"ucc"	"count"	"avg.cost"	"descr"
"175"	"320904"	48	46.3333333333333	"CLOSET AND STORAGE ITEMS"
"240"	"380902"	48	77.3125	"WOMENS UNIFORMS"
"302"	"490110"	48	513.333333333333	"BODY WORK AND PAINTING"
"560"	"870703"	48	91.4166666666667	"INTEREST, MOTORBOATS, FIN."
"561"	"870704"	48	245.020833333333	"PRINCIPAL, MOTORBOATS, FIN."
"256"	"410110"	47	39.9787234042553	"INFANT COAT/JACKET/SNOWSUIT"
"41"	"230112"	46	1061.39130434783	"PAINTING/PAPERING LABOR/MAT OWND"
"155"	"320330"	46	44.1304347826087	"FLATWARE"
"193"	"340906"	46	2417.45652173913	"CARE OF INVALIDS, ELDERLY, ETC"
"194"	"340907"	45	41.2666666666667	"RENTAL OF HOUSEHOLD EQUIPMENT"
"336"	"520901"	45	164.244444444444	"DOCKING/LANDING FEES"
"54"	"230902"	43	204.06976744186	"PROP MANAGEMENT OWNV"
"83"	"260213"	43	60.3488372093023	"UTILITY--NATURAL GAS OWNV"
"166"	"320611"	43	42.6511627906977	"CONSTRCT MAT-RNTR/UDR CN/SEC HM"
"229"	"380311"	43	91.7674418604651	"WOMENS SPORTCOATS, TAIL. JKTS"
"119"	"300212"	42	586.190476190476	"PURCH/INST CLOTHES WASHER OWND"
"261"	"420110"	42	43.8571428571429	"MATERIAL FOR MAKING CLOTHES"
"470"	"690242"	42	39.7857142857143	"SMOKE ALARM PUR/RENT OWND"
"531"	"860100"	42	-2689.7619047619	"AMT AUTO SOLD OR REIMBURSED"
"389"	"600410"	41	164.414634146341	"CAMPING EQUIPMENT"
"393"	"600902"	41	153.121951219512	"OTHER SPORT EQUIPMENT"
"532"	"860200"	41	-4385.48780487805	"AMT TRUCK SOLD OR REIMBURSED"
"266"	"440110"	40	30.825	"SHOE REPAIR, OTH SHOE SERVICE"
"37"	"220615"	39	407.282051282051	"CAP IMPROVE LABOR/MAT OWNV"
"203"	"360120"	39	123.102564102564	"MENS SPORTCOATS/TAILORED JACKETS"
"313"	"490319"	39	302.74358974359	"VEHICLE AIR CONDITION REPAIR"
"351"	"550330"	39	72.1794871794872	"SUPPORTIVE/CONVAL MED. EQUIP."
"60"	"240212"	38	235.960947368421	"MAT FOR PANEL/SIDING, ETC OWND"
"97"	"270413"	38	110.026315789474	"TRASH/GARBAGE COLLECT OWNV"
"314"	"490411"	38	347.210526315789	"EXHAUST SYSTEM REPAIR"
"458"	"690112"	38	112.289473684211	"COMPTER SFTWR/CMPTR ACC N-BUS USE"
"334"	"520550"	36	103.583333333333	"TOWING CHARGES"
"468"	"690230"	36	86.1111111111111	"TYPWRITS/OTH OFF MACH NON-BUS USE"
"64"	"240312"	35	228.628571428571	"PLUMBING SUPP/EQUIP OWND"
"273"	"450110"	35	23726.2571428571	"NEW CARS"
"124"	"300321"	33	99.6969696969697	"MICROWAVE OVENS RNTR"
"453"	"680901"	32	404.25	"CEMETERY LOTS,VAULTS,MAINT FEES"
"121"	"300222"	31	516.741935483871	"PURCH/INST CLOTHES DRYER OWND"
"125"	"300322"	31	137.677419354839	"MICROWAVE OVENS OWND"
"137"	"310311"	31	102.451612903226	"RADIOS"
"275"	"450210"	31	25800.3225806452	"NEW TRUCKS"
"50"	"230150"	30	561.933333333333	"REP/MAINT LABOR/MAT RNTR"
"92"	"270214"	30	38.8666666666667	"WATER AND SEWERAGE MAINT RNTV"
"226"	"370904"	29	30.5172413793103	"BOYS SWIMSUITS/WARM-UP/SKI SUITS"
"497"	"800111"	29	2526.24137931034	"ALIMONY EXPENDITURES"
"47"	"230122"	28	1324.67857142857	"HRD SURFACE FLOOR LABOR/MAT OWND"
"80"	"260114"	28	137.25	"ELECTRICITY RNTV"
"123"	"300312"	27	726.592592592593	"STOVES, OVENS OWND"
"158"	"320360"	27	45.5925925925926	"OTHER SERVING PIECES"
"185"	"340610"	27	157.148148148148	"REPAIR OF TV/RADIO/SOUND EQUIP"
"225"	"370903"	27	79.8888888888889	"BOYS UNIFORMS"
"251"	"390902"	27	68.2592592592593	"GIRLS COSTUMES"
"318"	"490900"	27	311.666666666667	"AUTO REPAIR SERVICE POLICY"
"433"	"640430"	27	66.2962962962963	"ADULT DIAPERS"
"444"	"670901"	27	350.592592592593	"OTHER SCHOOL TUITION"
"68"	"250111"	26	279	"FUEL OIL RNTR"
"224"	"370902"	26	32.6923076923077	"BOYS COSTUMES"
"241"	"380903"	26	49.1538461538462	"WOMENS COSTUMES"
"392"	"600901"	26	198.038461538462	"WATER SPORT EQUIPMENT"
"172"	"320901"	25	240.88	"OFFICE FURNITURE HOME USE"
"391"	"600430"	25	200.16	"WINTER SPORT EQUIPMENT"
"544"	"870202"	25	2941	"DOWNPAY, USED CARS/TRUCKS, FIN."
"563"	"870802"	25	200.32	"PRINCIPAL, OTHER VEHICLE, FIN."
"564"	"870803"	25	50.04	"INTEREST, OTHER VEHICLE, FIN."
"191"	"340904"	24	218.916666666667	"RENTAL OF FURNITURE"
"452"	"680320"	24	374.541666666667	"RENTAL OF PARTY SUPP CAT AFFAIRS"
"540"	"870102"	24	3867.66666666667	"DOWNPAY, NEW CARS/TRUCKS, FIN."
"46"	"230118"	23	362.217391304348	"REPL DISHWASH/DISP/HOOD OWND"
"120"	"300221"	22	312.454545454545	"PURCH/INST CLOTHES DRYER RNTR"
"443"	"670410"	22	305.681818181818	"VOC/TECH SCHOOL TUITION"
"49"	"230142"	21	92.4761904761905	"REPAIR-DISPL/DWSHR/RANG HD OWND"
"361"	"570901"	21	29.6190476190476	"RENTAL OF MEDICAL/SURGICAL EQUIP"
"557"	"870606"	21	228.380952380952	"PRINCIPAL, MOTOR HOME, FIN."
"558"	"870607"	21	223.47619047619	"INTEREST, MOTOR HOME, FIN."
"72"	"250211"	20	133.3	"GAS, BOTTLED OR TANK RNTR"
"170"	"320622"	20	415.3	"FLOOR REPAIR/REPL MATERIALS OWND"
"213"	"360901"	20	71.55	"MENS UNIFORMS"
"426"	"620919"	20	264.2	"RENTAL OTHER VEHICLES ON TRIPS"
"509"	"810101"	20	163050	"PURCHASE PROPERTY, OWND"
"39"	"220901"	19	57.7894736842105	"PARKING OWND"
"67"	"240322"	19	165.210526315789	"ELEC SUPP,HEAT/COOL EQUIP OWND"
"118"	"300211"	19	395.631578947368	"PURCH/INST CLOTHES WASHER RNTR"
"198"	"340912"	19	433.368421052632	"MNGMT/SPEC SER/SECURITY OWNV"
"276"	"450216"	19	11321.0526315789	"TRADE-IN ALLOW/NEW TRUCKS"
"84"	"260214"	18	81.3333333333333	"UTILITY--NATURAL GAS RNTV"
"304"	"490212"	18	367.611111111111	"DRIVE SHAFT AND REAR-END REPAIR"
"421"	"620908"	18	43.6666666666667	"RENT/REPAIR OF MISC SPORTS EQU"
"455"	"680904"	18	25	"DATING SERVICES"
"456"	"680905"	18	289.388888888889	"VACATION CLUBS"
"471"	"690244"	18	43.8333333333333	"OTH HH APPL RNTR"
"61"	"240213"	17	360.352941176471	"MAT/EQUIP FOR ROOF/GUTTER OWND"
"106"	"280900"	17	35.7647058823529	"OTHER LINENS"
"116"	"300111"	17	701.941176470588	"PURCH/INST REFRIG/FREEZER RNTR"
"222"	"370311"	17	85.9411764705882	"BOYS SUITS, SPORTCOATS,VESTS"
"250"	"390901"	17	55.8235294117647	"GIRLS UNIFORMS"
"290"	"460907"	17	6202.94117647059	"TRADE-IN ALLOWANCE/USED TRUCKS"
"317"	"490501"	17	112.647058823529	"VEHICLE ACCESSORIES INCL. LABOR"
"362"	"570903"	17	23.7058823529412	"RENTAL OF SUPORTIVE/CONVAL EQUIP"
"418"	"620904"	17	37.1764705882353	"RENT/REP MUSIC INSTRUMENTS"
"163"	"320512"	16	145	"SEWING MACHINES"
"272"	"440900"	16	97	"CLOTHING STORAGE OUTSIDE THE HOME"
"274"	"450116"	16	7212.9375	"TRADE-IN ALLOWANCE/NEW CARS"
"352"	"550340"	16	1057.9375	"HEARING AIDS"
"461"	"690115"	16	456.6875	"PERSONAL DIGITAL ASSISTANTS"
"503"	"800811"	16	1778.6875	"GIFTS N/CU-STOCK,BONDS, MUT FUNDS"
"511"	"810301"	16	6106.625	"CLOSING COSTS OWND"
"553"	"870404"	15	167.933333333333	"PRINCIPAL, BOAT/TRAILERS, FIN."
"55"	"240111"	14	243.7455	"PAINT/WALLPAPER AND SUPP RNTR"
"57"	"240121"	14	26.1830714285714	"EQUIP FOR PAINT/WPAPER RNTR"
"269"	"440140"	14	97.9285714285714	"CLOTHING RENTAL"
"347"	"530902"	14	184.214285714286	"SCHOOL BUS"
"395"	"610120"	14	147.857142857143	"PLAYGROUND EQUIPMENT"
"539"	"870101"	14	24972.8571428571	"NEW CARS/TRUCKS, NOT FIN."
"27"	"220122"	13	393.384615384615	"HOMEOWNERS INSURANCE OWNV"
"99"	"270902"	13	237.692307692308	"SEPTIC TANK CLEANING OWND"
"300"	"480214"	13	124.307692307692	"VEHICLE AUDIO EQUIPMENT"
"451"	"680310"	13	275.307692307692	"LIVE ENTERNTAIN. FOR CAT AFFAIRS"
"98"	"270414"	12	24.1666666666667	"TRASH/GARBAGE COLLECT RNTV"
"142"	"310334"	12	96.5	"SATELLITE DISHES"
"187"	"340630"	12	280.5	"REUPHOLSTERY OF FURNITURE"
"328"	"520521"	12	24.5	"TRUCK RENTAL"
"439"	"660902"	12	67.9166666666667	"SCHOOL BK/SUPPLIES OTHER SCHOOLS"
"488"	"790640"	12	110	"MGMT/SECURITY/PARKING OTH PROP"
"552"	"870403"	12	44.5833333333333	"INTEREST, BOAT/TRAILERS, FIN."
"62"	"240222"	11	99.9530909090909	"MAT FOR PATIO,MASONRY,ETC OWND"
"75"	"250911"	11	248.272727272727	"OTHER FUELS RNTR"
"289"	"460902"	11	4839.36363636364	"USED MOTORCYCLES"
"329"	"520522"	11	440.272727272727	"TRUCK RENTAL, OUT-OF-TOWN TRIP"
"129"	"300412"	10	369	"PURCH/INST WINDOW A/C OWND"
"214"	"360902"	10	40.8	"MENS COSTUMES"
"287"	"460116"	10	3340	"TRADE-IN ALLOWANCE/USED CARS"
"301"	"480215"	10	137.6	"VEHICLE VIDEO EQUIPMENT"
"192"	"340905"	9	15.5555555555556	"RENTAL OF VCR/RADIO/SOUND EQUIP"
"195"	"340908"	9	86.2222222222222	"RNTL OFF EQUIP NON-BUS USE"
"279"	"450311"	9	40.6666666666667	"EXTRA FEES,INSUR,MAINT/CAR LEASE"
"311"	"490314"	9	395.222222222222	"SHOCK ABSORBER REPLACEMENT"
"425"	"620918"	9	39.1111111111111	"RENTAL OF VIDEO SOFTWARE"
"547"	"870301"	9	3952.77777777778	"MOTORCYCLES/AIRCRAFT, NOT FIN."
"577"	"910106"	9	534.555555555556	"CPI ADJ RE VAC HOME AVAIL FOR RNT"
"169"	"320621"	8	22.125	"FLR REP/RPL MAT-RNTR/UDR CN/SC HM"
"359"	"570220"	8	820.25	"CARE IN CONVL OR NURSING HOME"
"386"	"600142"	8	4063.125	"PURCHASE OF OTHER VEHICLE"
"467"	"690210"	8	61.625	"TELEPHONE ANSWERING DEVICES"
"486"	"790610"	8	66820.25	"CAPITAL IMPROVEMENTS OTH PROP"
"562"	"870801"	8	4063.125	"PURCH OF OTHER VEHICLE, NOT FIN"
"34"	"220513"	7	266.571428571429	"CAPITAL IMPROVE MATERIALS OWNV"
"40"	"220902"	6	32.8333333333333	"PARKING OWNV"
"128"	"300411"	6	168.666666666667	"PURCH/INST WINDOW A/C RNTR"
"189"	"340902"	6	70	"RENTAL OF TELEVISIONS"
"424"	"620916"	6	23.3333333333333	"RENTAL OF VIDEO/COMP HARDWR/SFTWR"
"437"	"660410"	6	188.833333333333	"SCHOOL BK/SUPL/EQUIP FOR VOC/TECH"
"489"	"790710"	6	83250	"PURCHASE OTHER PROPERTY"
"567"	"880310"	6	344.333333333333	"INTEREST, HM EQ LN (CRDT), OWNV"
"568"	"880320"	6	-213.166666666667	"PRNCPL, HM EQ LOAN (CRDT), OWNV"
"122"	"300311"	5	305.6	"STOVES, OVENS RNTR"
"381"	"600121"	5	1585.6	"BOAT W/O MOTOR/BOAT TRAILERS"
"382"	"600122"	5	10782.2	"TRAIL/OTH ATTACHABLE CAMPERS"
"384"	"600132"	5	8458	"PURCHASE OF BOAT WITH MOTOR"
"438"	"660901"	5	48	"SCHOOL BK/SUPPLIES DAY CARE,NURS"
"487"	"790620"	5	72	"MGMT SERVICES/IMP OF OTH PROP"
"514"	"820101"	5	-203780	"SELLING PRICE OWND"
"535"	"860400"	5	-6700	"AMT NONMOTOR CAMPER SOLD/REIM"
"551"	"870401"	5	1585.6	"BOAT/TRAILERS, NOT FIN."
"579"	"990920"	5	147	"MAT FOR ADD/REMOD/ETC RNTR"
"25"	"210902"	4	928.75	"GROUND RENT OWNV"
"59"	"240211"	4	59.75	"MAT FOR PANL/ROOF/SIDING,ETC RNTR"
"63"	"240311"	4	139.75	"PLUMBING SUPP/EQUIP RNTR"
"138"	"310313"	4	166.25	"TAPE RECORDERS AND PLAYERS"
"157"	"320350"	4	81.25	"SILVER SERVING PIECES"
"283"	"450411"	4	115.5	"EXTRA FEES,INS,MAINT/TRUCK LEASE"
"419"	"620905"	4	119	"RENT/REP PHOTO EQUIP"
"469"	"690241"	4	28.25	"SMOKE ALARM PUR/RENT RNTR"
"473"	"690310"	4	52.5	"INSTALLATION FOR COMPUTERS"
"474"	"690320"	4	155	"INSTALLATION FOR TVS"
"490"	"790730"	4	2177.5	"ORIG MORT AMT OTH PROP"
"525"	"830303"	4	52759.25	"ORIG LN AMT,LMP SM HM EQ LN,OWND"
"536"	"860500"	4	-1325	"AMT MOTORCYCLE SOLD/REIM"
"554"	"870501"	4	9727.75	"UNMOTOR CAMPER, NOT FIN."
"45"	"230117"	3	383.333333333333	"REPL DISHWASH/DISP/HOOD RNTR"
"66"	"240321"	3	906.333333333333	"ELEC SUPP, HEAT/COOL EQUIP RNTR"
"127"	"300332"	3	359.666666666667	"PURCH/INST PORT DISHWASHER OWND"
"337"	"520904"	3	32	"RENTAL NON-CAMPER TRAILER"
"420"	"620906"	3	10	"RENTAL OF BOAT"
"491"	"790810"	3	-76833.3333333333	"SALE PRICE OF OTHER PROP"
"492"	"790830"	3	1933.33333333333	"TOT EXP IN SALE OF OTH PROP"
"496"	"790940"	3	-419.666666666667	"RDCT PRIN,LMP SM HM EQ LN,OTH PR"
"510"	"810102"	3	160250	"PURCHASE PROPERTY, OWNV"
"526"	"840101"	3	1801	"AMT FOR SPECIAL ASSESMENT OWND"
"534"	"860302"	3	-3466.66666666667	"AMT OTH VEHICLE SOLD/REIMB"
"559"	"870701"	3	9336.66666666667	"MOTORBOATS, NOT FIN."
"36"	"220612"	2	299.5	"DWASH/DISP/HOOD CAP IMP"
"38"	"220616"	2	1900	"W/W CARPET ORIG OWND"
"48"	"230141"	2	72	"REPAIR-DISPL/DWSHR/RANG HD RNTR"
"196"	"340910"	2	49.5	"ADULT DAY CARE CENTERS"
"281"	"450313"	2	3450	"CASH DOWNPAYMENT/CAR LEASE"
"284"	"450412"	2	2200	"TRADE-IN ALLOWANCE/TRUCK LEASE"
"285"	"450413"	2	600	"CASH DOWNPAYMENT/TRUCK LEASE"
"338"	"520905"	2	211.5	"MOTORCYCLE RENTAL OUT-OF-TOWN"
"516"	"820301"	2	17960.5	"TOTAL SELLING EXP OWND"
"519"	"830102"	2	-420	"SPEC/LUMP MORT PAY OWNV"
"65"	"240313"	1	42	"PLUMBING SUPP/EQUIP OWNV"
"70"	"250113"	1	528	"FUEL OIL OWNV"
"71"	"250114"	1	1000	"FUEL OIL RNTV"
"126"	"300331"	1	81	"PURCH/INST PORT DISHWASHER RNTR"
"168"	"320613"	1	6	"CONSTRUCTION MAT OWNV"
"171"	"320631"	1	230	"LNDSCPING MAT-RNTR/UDR CN/SC HM"
"277"	"450220"	1	11000	"NEW MOTORCYCLES"
"280"	"450312"	1	13000	"TRADE-IN ALLOWANCE/CAR LEASE"
"380"	"600110"	1	200	"OUTBOARD MOTOR"
"383"	"600128"	1	6000	"TRADE ALLOW/TRAILERS, ATT CAMPERS"
"385"	"600138"	1	3000	"TRADE-IN ALLOW/BOATS WITH MOTORS"
"422"	"620909"	1	2	"RENTAL CAMPER ON TRIPS"
"475"	"690340"	1	30	"INSTALLATION OF SOUND SYSTEMS"
"476"	"690350"	1	30	"INSTALL OF OTHER VIDEO/SOUND SYST"
"493"	"790910"	1	-9067	"SPECIAL/LUMP MORT PAY OTH PROP"
"495"	"790930"	1	170000	"ORIG MORT AMT OTH PROP"
"512"	"810302"	1	300	"CLOSING COSTS OWNV"
"515"	"820102"	1	-489286	"SELLING PRICE OWNV"
"517"	"820302"	1	1000	"TOTAL SELLING EXP OWNV"
"524"	"830302"	1	79763	"ORIGINAL MORT AMT OWNV"
"527"	"840102"	1	489	"AMT FOR SPECIAL ASSESMENT OWNV"
"533"	"860301"	1	-6700	"AMT MOTOR HOME SOLD/REIMB"
"537"	"860600"	1	-2500	"AMT BOAT WITH MOTOR SOLD/REIM"
"538"	"860700"	1	-750	"AMT BOAT W/O MOTOR SOLD/REIM"
"548"	"870302"	1	1600	"DOWNPAY, CYCLES/PLANES, FIN."
